Subsector,Sector,Public/private split,Organisation size,Tenure Status,Energy management ambition,Measure group,Subsector payback period (years),Subsector elec abatement (GWh/year),Subsector non-elec abatement (GWh/year),Type (automatic SAS variable - ignore),FREQ (automatic SAS variable - ignore),Elec abatement (kWh/year),Non-elec abatement (kWh/year),Capital cost (£)
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Carbon and Energy Management,0.8,7.3,11.1,0,4,42500.06403,151499.3322,"£39,261 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Hot water,4.3,0.3,3.4,0,3,0,39732.25937,"£12,968 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Lighting,2.9,17.9,.,0,2,100730.3305,0,"£35,355 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Refrigeration,4.6,2.2,.,0,1,9843.032717,0,"£10,986 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Small appliances,12.2,0.1,0.2,0,1,0,3271.821061,"£4,394 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Space heating,8.1,1.4,40.2,0,4,0,172931.5114,"£123,061 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Active,Ventilation,4.6,28.9,1.8,0,2,411.3410965,0,"£15,762 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Air conditioning and cooling,12.6,9,.,0,3,57406.33242,0,"£38,889 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Building fabric,9.7,1.7,36.1,0,3,12793.71542,249819.8886,"£53,615 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,1,43932.66309,90195.83889,"£21,048 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Hot water,4.3,0.3,3.4,0,1,0,54593.46716,"£6,403 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Lighting,2.9,17.9,.,0,2,103634.4203,0,"£25,032 "
Theatre,"Community, Arts and Leisure",Private,Small,Owned,Passive,Space heating,8.1,1.4,40.2,0,2,0,313860.5199,"£142,257 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Building fabric,9.7,1.7,36.1,0,4,0,1040407.433,"£631,461 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Building instrumentation and control,1,7.3,26.5,0,4,426902.0993,2553643.079,"£114,080 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Hot water,4.3,0.3,3.4,0,1,0,66324.41093,"£9,542 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Lighting,2.9,17.9,.,0,2,67040.01133,0,"£21,748 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Space heating,8.1,1.4,40.2,0,2,0,1361834.828,"£156,440 "
Theatre,"Community, Arts and Leisure",Public,DonTKnow,Owned,Active,Ventilation,4.6,28.9,1.8,0,3,838148.8878,75707.63298,"£385,579 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,,.,.,.,0,6,.,., .
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Air conditioning and cooling,12.6,9,.,0,12,2861624.591,0,"£2,424,394 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Building fabric,9.7,1.7,36.1,0,22,420.8282014,8290044.009,"£3,075,545 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Building instrumentation and control,1,7.3,26.5,0,9,3001271.651,4717116.393,"£256,387 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Building services distribution systems,14.1,1,.,0,1,102757.6829,0,"£125,030 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Carbon and Energy Management,0.8,7.3,11.1,0,7,521114.8534,608083.2809,"£60,970 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Hot water,4.3,0.3,3.4,0,6,22637.54808,547020.0635,"£73,603 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Lighting,2.9,17.9,.,0,10,4568556.354,0,"£1,319,432 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Refrigeration,4.6,2.2,.,0,7,465876.1757,0,"£211,951 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Small appliances,12.2,0.1,0.2,0,1,2065.977831,6277.0189,"£7,187 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Space heating,8.1,1.4,40.2,0,16,16893.00413,5977196.265,"£866,635 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Active,Ventilation,4.6,28.9,1.8,0,15,9771625.71,458063.9616,"£5,057,012 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Air conditioning and cooling,12.6,9,.,0,1,27077.35395,0,"£48,832 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Building fabric,9.7,1.7,36.1,0,5,7125.619463,594639.1121,"£181,844 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Carbon and Energy Management,0.8,7.3,11.1,0,2,42076.91933,65141.26474,"£22,680 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Hot water,4.3,0.3,3.4,0,1,0,28172.36592,"£3,389 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Lighting,2.9,17.9,.,0,3,490970.3209,0,"£139,153 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Refrigeration,4.6,2.2,.,0,3,152042.1155,0,"£65,386 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Small appliances,12.2,0.1,0.2,0,2,294.725449,0,"£11,780 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Space heating,8.1,1.4,40.2,0,3,0,915603.4074,"£96,479 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,None,Ventilation,4.6,28.9,1.8,0,2,324370.9003,0,"£34,448 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Air conditioning and cooling,12.6,9,.,0,1,52529.72046,0,"£108,391 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Building fabric,9.7,1.7,36.1,0,6,13823.61065,859050.8655,"£368,356 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Building instrumentation and control,1,7.3,26.5,0,2,84443.67828,641289.5601,"£35,453 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Building services distribution systems,14.1,1,.,0,1,109559.6925,0,"£135,331 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,5,380708.5428,727890.4073,"£58,838 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Hot water,4.3,0.3,3.4,0,3,8866.825229,34094.54739,"£13,005 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Lighting,2.9,17.9,.,0,1,98321.87876,0,"£45,485 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Refrigeration,4.6,2.2,.,0,3,9380.280375,0,"£17,338 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Small appliances,12.2,0.1,0.2,0,1,1074.153602,3138.895203,"£3,853 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Space heating,8.1,1.4,40.2,0,4,438.1875853,858725.5921,"£213,712 "
Theatre,"Community, Arts and Leisure",Public,Large,Owned,Passive,Ventilation,4.6,28.9,1.8,0,4,542939.0739,59076.30045,"£396,191 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,,.,.,.,0,3,.,., .
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Air conditioning and cooling,12.6,9,.,0,6,389411.2529,0,"£295,170 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Building fabric,9.7,1.7,36.1,0,13,272376.7222,513739.8657,"£408,195 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Building instrumentation and control,1,7.3,26.5,0,4,6418.971835,345700.6193,"£31,857 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Building services distribution systems,14.1,1,.,0,1,74877.95547,0,"£152,166 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Carbon and Energy Management,0.8,7.3,11.1,0,3,292153.8636,343070.6359,"£13,021 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Hot water,4.3,0.3,3.4,0,5,4722.002146,139983.1437,"£22,410 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Lighting,2.9,17.9,.,0,10,958514.036,0,"£342,943 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Small appliances,12.2,0.1,0.2,0,1,4627.562103,10023.42529,"£10,128 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Space heating,8.1,1.4,40.2,0,6,41453.26112,718420.9275,"£184,141 "
Theatre,"Community, Arts and Leisure",Public,Large,Rent,Active,Ventilation,4.6,28.9,1.8,0,6,494992.4617,8109.648113,"£413,066 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,,.,.,.,0,7,.,., .
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Air conditioning and cooling,12.6,9,.,0,11,3007239.87,0,"£2,912,634 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Building fabric,9.7,1.7,36.1,0,28,775464.6132,7736936.921,"£3,979,269 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Building instrumentation and control,1,7.3,26.5,0,10,1587266.792,4602983.103,"£299,067 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Building services distribution systems,14.1,1,.,0,3,466669.7166,0,"£1,253,410 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Carbon and Energy Management,0.8,7.3,11.1,0,13,3766500.954,4219742.963,"£189,457 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Hot water,4.3,0.3,3.4,0,13,166121.9632,1262067.034,"£215,459 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Lighting,2.9,17.9,.,0,13,4308894.072,0,"£1,402,120 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Refrigeration,4.6,2.2,.,0,11,1088095.978,0,"£485,396 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Small appliances,12.2,0.1,0.2,0,3,44457.03221,114563.0358,"£123,395 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Space heating,8.1,1.4,40.2,0,21,541696.0154,6300631.83,"£1,794,634 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Active,Ventilation,4.6,28.9,1.8,0,17,6125206.918,598701.2619,"£3,796,114 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Air conditioning and cooling,12.6,9,.,0,3,51892.14712,0,"£31,065 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Building fabric,9.7,1.7,36.1,0,4,0,1292246.038,"£446,426 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Building instrumentation and control,1,7.3,26.5,0,1,51808.89782,260946.4015,"£9,993 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,2,36112.13673,111735.1052,"£20,283 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Hot water,4.3,0.3,3.4,0,1,3196.218451,12784.8738,"£3,036 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Refrigeration,4.6,2.2,.,0,1,38986.61182,0,"£22,265 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Space heating,8.1,1.4,40.2,0,3,273.1810642,490487.3706,"£135,166 "
Theatre,"Community, Arts and Leisure",Public,Medium,Owned,Passive,Ventilation,4.6,28.9,1.8,0,2,167958.4167,0,"£198,819 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,,.,.,.,0,5,.,., .
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Air conditioning and cooling,12.6,9,.,0,9,2009646.012,0,"£1,492,361 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Building fabric,9.7,1.7,36.1,0,12,120845.795,6447519.326,"£1,344,980 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Building instrumentation and control,1,7.3,26.5,0,8,1413225.215,9349044.037,"£432,353 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Carbon and Energy Management,0.8,7.3,11.1,0,1,3687.233685,11038.84211,"£17,097 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Hot water,4.3,0.3,3.4,0,3,0,416597.3141,"£57,452 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Lighting,2.9,17.9,.,0,13,3703509.964,0,"£1,383,618 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Refrigeration,4.6,2.2,.,0,1,16372.55551,0,"£9,350 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Space heating,8.1,1.4,40.2,0,11,3398.79956,14149051.42,"£1,003,597 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Active,Ventilation,4.6,28.9,1.8,0,13,8426365.327,527563.5395,"£4,933,775 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,,.,.,.,0,2,.,., .
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Building fabric,9.7,1.7,36.1,0,9,0,1238205.885,"£696,135 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Building instrumentation and control,1,7.3,26.5,0,2,2345.671911,849278.1652,"£34,128 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Building services distribution systems,14.1,1,.,0,1,18234.53267,0,"£46,735 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,5,233961.6301,622953.0643,"£49,187 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Hot water,4.3,0.3,3.4,0,3,25579.84089,76735.41851,"£20,584 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Lighting,2.9,17.9,.,0,5,380265.253,0,"£140,564 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Small appliances,12.2,0.1,0.2,0,1,12253.93161,23706.2604,"£26,469 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Space heating,8.1,1.4,40.2,0,5,0,1729013.089,"£352,194 "
Theatre,"Community, Arts and Leisure",Public,Medium,Rent,Passive,Ventilation,4.6,28.9,1.8,0,4,12036.928,0,"£49,251 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,,.,.,.,0,4,.,., .
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Air conditioning and cooling,12.6,9,.,0,3,36040.21904,0,"£43,254 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Building fabric,9.7,1.7,36.1,0,18,0,2758377.679,"£1,328,317 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Building instrumentation and control,1,7.3,26.5,0,5,46707.95776,1356785.756,"£85,227 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Building services distribution systems,14.1,1,.,0,3,84879.17598,0,"£103,591 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,15,479614.7967,2067439.081,"£102,677 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Hot water,4.3,0.3,3.4,0,9,30046.76435,103800.9482,"£28,602 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Lighting,2.9,17.9,.,0,13,743475.8146,0,"£243,123 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Refrigeration,4.6,2.2,.,0,1,23951.26164,0,"£15,650 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Small appliances,12.2,0.1,0.2,0,3,15303.66643,7833.500138,"£27,738 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Space heating,8.1,1.4,40.2,0,13,7798.924547,3727901.021,"£633,906 "
Theatre,"Community, Arts and Leisure",Public,Micro,Owned,Passive,Ventilation,4.6,28.9,1.8,0,10,338700.8984,59233.79829,"£331,443 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Air conditioning and cooling,12.6,9,.,0,1,96826.95401,0,"£174,620 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Building fabric,9.7,1.7,36.1,0,4,168465.9271,0,"£81,086 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Carbon and Energy Management,0.8,7.3,11.1,0,1,13848.82154,429.0354598,"£9,340 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Hot water,4.3,0.3,3.4,0,1,9193.616991,36774.46798,"£8,731 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Lighting,2.9,17.9,.,0,2,447443.506,0,"£120,358 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Refrigeration,4.6,2.2,.,0,1,28976.97726,0,"£16,548 "
Theatre,"Community, Arts and Leisure",Public,Micro,Rent,Active,Space heating,8.1,1.4,40.2,0,2,66397.98322,3143.116921,"£20,554 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,,.,.,.,0,2,.,., .
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Air conditioning and cooling,12.6,9,.,0,3,139941.3733,0,"£126,521 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Building fabric,9.7,1.7,36.1,0,7,275713.8782,333693.1804,"£818,832 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Building instrumentation and control,1,7.3,26.5,0,2,458036.6979,0,"£74,291 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Building services distribution systems,14.1,1,.,0,1,24832.25308,0,"£104,198 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Carbon and Energy Management,0.8,7.3,11.1,0,3,617130.9969,30783.12903,"£20,673 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Hot water,4.3,0.3,3.4,0,4,1227.908303,52129.76058,"£13,101 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Lighting,2.9,17.9,.,0,3,112169.1012,0,"£49,792 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Small appliances,12.2,0.1,0.2,0,1,1203.350137,5085.31584,"£4,121 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Space heating,8.1,1.4,40.2,0,5,753409.8717,254923.2226,"£374,142 "
Theatre,"Community, Arts and Leisure",Public,Small,Owned,Active,Ventilation,4.6,28.9,1.8,0,6,481138.0197,0,"£367,455 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,,.,.,.,0,5,.,., .
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Air conditioning and cooling,12.6,9,.,0,5,174311.1203,0,"£192,614 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Building fabric,9.7,1.7,36.1,0,20,0,2313075.195,"£697,141 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Building instrumentation and control,1,7.3,26.5,0,9,188428.9886,1246182.821,"£83,528 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Building services distribution systems,14.1,1,.,0,2,84109.06956,0,"£121,482 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Carbon and Energy Management,0.8,7.3,11.1,0,8,355215.3555,930246.9673,"£48,535 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Hot water,4.3,0.3,3.4,0,8,18462.74233,214463.3594,"£33,993 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Lighting,2.9,17.9,.,0,14,1156772.482,0,"£485,796 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Refrigeration,4.6,2.2,.,0,4,131006.6347,0,"£71,413 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Small appliances,12.2,0.1,0.2,0,2,2043.990731,15787.2431,"£11,566 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Space heating,8.1,1.4,40.2,0,14,889.2910829,1682611.337,"£558,683 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Active,Ventilation,4.6,28.9,1.8,0,9,970008.5421,46750.12507,"£637,805 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,,.,.,.,0,1,.,., .
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Building fabric,9.7,1.7,36.1,0,3,0,387871.6641,"£51,436 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Building instrumentation and control,1,7.3,26.5,0,1,47068.76697,143502.8323,"£7,058 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Carbon and Energy Management,0.8,7.3,11.1,0,2,50830.58622,81070.941,"£23,791 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Hot water,4.3,0.3,3.4,0,1,0,70964.80817,"£8,536 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Lighting,2.9,17.9,.,0,1,69695.23591,0,"£28,180 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Refrigeration,4.6,2.2,.,0,1,34686.49778,0,"£19,809 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Space heating,8.1,1.4,40.2,0,2,0,184049.6889,"£15,216 "
Theatre,"Community, Arts and Leisure",Public,Small,Rent,Passive,Ventilation,4.6,28.9,1.8,0,2,171565.6556,0,"£50,324 "
Uni - Non-residential,Education,Public,Large,Owned,Active,,.,.,.,0,15,.,., .
Uni - Non-residential,Education,Public,Large,Owned,Active,Air conditioning and cooling,16.2,15.4,.,0,27,13325595.79,0,"£13,951,108 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Building fabric,11.5,6,248.2,0,52,5988948.62,187934033,"£89,812,898 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Building instrumentation and control,2.7,19.9,164.8,0,20,15289743.82,120799220.7,"£13,070,413 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Building services distribution systems,5.4,19.8,.,0,5,10395456.75,0,"£6,802,712 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Carbon and Energy Management,0.7,123.8,278.9,0,38,74850517.24,159792318.8,"£7,526,870 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Hot water,4.2,6.4,38.9,0,23,4519265.165,33327923.36,"£6,056,133 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Lighting,4.4,191.8,.,0,33,122457519.4,0,"£69,110,219 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Refrigeration,3.7,4.2,.,0,7,4153958.339,0,"£1,676,021 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Small appliances,11.5,1.2,2.2,0,5,404605.6654,1163867.778,"£1,261,762 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Space heating,10.8,7,255.3,0,52,7031470.394,195303059.3,"£54,490,147 "
Uni - Non-residential,Education,Public,Large,Owned,Active,Ventilation,5.4,111.8,.,0,43,90804061.46,0,"£62,204,622 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,,.,.,.,0,8,.,., .
Uni - Non-residential,Education,Public,Large,Owned,Passive,Air conditioning and cooling,16.2,15.4,.,0,13,2101819.53,0,"£5,088,785 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Building fabric,11.5,6,248.2,0,27,7544.352035,60232171.71,"£31,167,214 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Building instrumentation and control,2.7,19.9,164.8,0,21,4572993.104,44010137.5,"£7,394,512 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Building services distribution systems,5.4,19.8,.,0,7,9431686.456,0,"£6,021,216 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Carbon and Energy Management,0.7,123.8,278.9,0,55,48967193.28,119087245.4,"£6,703,661 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Hot water,4.2,6.4,38.9,0,19,1893203.622,5567608.803,"£1,426,920 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Lighting,4.4,191.8,.,0,19,69371502.09,0,"£28,444,171 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Small appliances,11.5,1.2,2.2,0,7,781526.7348,1080426.052,"£1,664,912 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Space heating,10.8,7,255.3,0,28,14198.45454,59965592.98,"£16,703,528 "
Uni - Non-residential,Education,Public,Large,Owned,Passive,Ventilation,5.4,111.8,.,0,19,21030274.86,0,"£29,907,962 "
Uni - Residential,Education,Public,Large,Owned,Active,,.,.,.,0,17,.,., .
Uni - Residential,Education,Public,Large,Owned,Active,Air conditioning and cooling,11.7,0.2,.,0,12,173854.3746,0,"£251,435 "
Uni - Residential,Education,Public,Large,Owned,Active,Building fabric,12.3,3.3,65.1,0,61,1913627.669,41282740.92,"£29,205,409 "
Uni - Residential,Education,Public,Large,Owned,Active,Building instrumentation and control,3.8,8.3,94.8,0,57,5832403.291,58881494.36,"£11,086,296 "
Uni - Residential,Education,Public,Large,Owned,Active,Building services distribution systems,6.2,2.2,.,0,12,1741659.125,0,"£1,884,406 "
Uni - Residential,Education,Public,Large,Owned,Active,Carbon and Energy Management,0.7,29.3,86,0,68,20866047.14,64751929.13,"£2,722,132 "
Uni - Residential,Education,Public,Large,Owned,Active,Hot water,3.8,0.4,52,0,40,259590.6797,39545961.82,"£4,588,876 "
Uni - Residential,Education,Public,Large,Owned,Active,Lighting,4.5,33.2,.,0,36,19486268.11,0,"£12,124,655 "
Uni - Residential,Education,Public,Large,Owned,Active,Refrigeration,3,1.1,.,0,8,840108.5316,0,"£312,851 "
Uni - Residential,Education,Public,Large,Owned,Active,Small appliances,11.5,0.4,2.9,0,12,304854.3683,2257257.521,"£1,814,324 "
Uni - Residential,Education,Public,Large,Owned,Active,Space heating,9.7,6.3,90.9,0,51,3629277.602,63813962.75,"£18,714,087 "
Uni - Residential,Education,Public,Large,Owned,Active,Ventilation,6.4,1.2,.,0,28,999547.2366,0,"£941,645 "
Uni - Residential,Education,Public,Large,Owned,Passive,,.,.,.,0,2,.,., .
Uni - Residential,Education,Public,Large,Owned,Passive,Air conditioning and cooling,11.7,0.2,.,0,4,25543.08201,0,"£65,108 "
Uni - Residential,Education,Public,Large,Owned,Passive,Building fabric,12.3,3.3,65.1,0,8,1407418.054,0,"£3,494,811 "
Uni - Residential,Education,Public,Large,Owned,Passive,Building instrumentation and control,3.8,8.3,94.8,0,9,2195503.215,150201.5643,"£929,911 "
Uni - Residential,Education,Public,Large,Owned,Passive,Building services distribution systems,6.2,2.2,.,0,2,107467.4799,0,"£249,772 "
Uni - Residential,Education,Public,Large,Owned,Passive,Carbon and Energy Management,0.7,29.3,86,0,16,4676035.484,904991.6596,"£509,194 "
Uni - Residential,Education,Public,Large,Owned,Passive,Hot water,3.8,0.4,52,0,6,107113.9258,1096876.374,"£187,115 "
